waveform_id,mass1,mass2,mass_ratio,spin1,chi1x,chi1y,chi1z,spin2,chi2x,chi2y,chi2z,alpha,beta,gamma,massf,spinf,chifx,chify,chifz,eccentricity
SXS:BBH:0863,0.500039062745,0.500001593118,1.0000749390152266,0.799825838427881,-0.76688970066,-0.223432854685,0.0409794861582,0.3999856950576328,-0.38362845747,-0.111353191943,0.0204506604791,0.0010059936562465,1.5195383723045688,1.519645544867828,0.947114684401,0.7338329305328807,-0.175397691066,0.0756673012656,0.708534317745,0.0006867
SXS:BBH:0864,0.666772419978,0.333354675907,2.000189192378443,0.7997709635614012,-0.674192302233,-0.428343409093,0.040252424179,0.3999584721142494,-0.323711509264,-0.233299718385,0.0273656643893,0.0611275905204037,1.5204451145907354,1.5023215642233188,0.958060100906,0.7241979141635364,-0.254852944539,-0.0521128494748,0.675867476994,0.000397
SXS:BBH:0865,0.500030251993,0.500001082919,1.0000583380216492,0.7999060915054145,0.16813415793,0.782024146921,-0.00434669956639,0.3999872338821701,-0.384028763722,-0.108240002593,0.0282098873009,2.056407145007492,1.5762303658711665,1.5002107589108595,0.95020531692,0.7011412952107734,0.0377140881673,0.0827685609522,0.695216605614,0.0003292
SXS:BBH:0866,0.666717601864,0.333349861572,2.000053633500598,0.7998829934870076,-0.0398074937975,0.798780785312,0.0133200496862,0.3999461404930703,-0.322878568169,-0.232338037026,0.0415377185621,2.1391158056307478,1.5541430593890382,1.4667504218890155,0.958158960203,0.6995442289403162,0.0263041683932,0.228172957894,0.660762680737,0.0004888
SXS:BBH:0867,0.50003925347,0.499997345334,1.0000838167170107,0.7998464783549724,-0.0115466659283,-0.0324403300427,-0.799104929549,0.3999924095586933,-0.399898590557,-0.0063755739915,0.00586489824066,1.5703660733663876,3.098528580055913,1.5561332775231431,0.959974449851,0.5661716352824084,-0.0603982120171,0.0169213491994,0.56268645312,0.0006405
SXS:BBH:0868,0.666650465022,0.333335521739,1.9999382650373037,0.8000214197786105,-0.00438654312551,-0.0202262515464,-0.799753667758,0.3999535375413948,-0.397179367081,-0.046883390489,0.00365106193704,1.5715133612722418,3.1157198982279963,1.5616674848032863,0.971217756529,0.3611892502183296,-0.0186770315681,0.0147322425219,0.360405055452,0.0004969
SXS:BBH:0869,0.666722097992,0.333335312711,2.0001544167930527,3.375846488409059e-05,-2.48915984575e-07,3.25981764209e-06,-3.35997854324e-05,0.4000016640440812,-0.055821030243,0.396028619292,0.00683202183224,1.4910787912441237,3.044596556442092,1.5537155127144575,0.961137058503,0.6241630996279448,0.0173543138924,0.0229361957173,0.623500067083,0.0007915
SXS:BBH:0870,0.500039404701,0.500002901284,1.000073006410375,0.7999623691380833,0.0356465995379,-0.0149068610545,0.799028721306,0.4000026437203645,-0.0196472053209,0.399427448165,0.00859162142762,1.5701388415656896,0.0483185634372358,1.54931576331692,0.935407779284,0.8028248427987604,0.0374568969787,0.051292290429,0.800308571756,0.0004767
SXS:BBH:0871,0.666676511141,0.333334556674,2.00002219329755,0.7998772629454007,0.0276833312884,-0.00173629249997,0.799396181023,0.4000040035231743,-0.170960605989,0.361584858892,0.00566249542993,1.5734029502905147,0.0346844338685493,1.556639757061059,0.936365151026,0.8674265094623785,0.0112232916344,0.0211036491571,0.867097124338,0.0006206
SXS:BBH:0872,0.500006316245,0.4999976208,1.0000173909727532,0.7999495749013864,0.584386985177,-0.546180696788,-0.00989041944613,0.3999994937478036,0.0848447849497,0.389790534852,0.0293989184347,2.10749008209427,1.5831604454277537,1.497232605808192,0.949552212378,0.700406604014381,0.0607792170767,-0.0776514574853,0.693430276862,0.0004914
